id,file,line,claim,reported,recomputed,status,evidence,note
FU0153,paper/audit/input_source/followup_appendix.tex,9,seed0_accurate6000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed0_accurate6000/trajectory.csv,
FU0154,paper/audit/input_source/followup_appendix.tex,9,seed0_accurate6000 test grid,true,true,PASS,work/causal_study/main_runs/seed0_accurate6000/trajectory.csv,
FU0155,paper/audit/input_source/followup_appendix.tex,9,seed0_stable3215000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed0_stable3215000/trajectory.csv,
FU0156,paper/audit/input_source/followup_appendix.tex,9,seed0_stable3215000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed0_stable3215000/trajectory.csv,
FU0157,paper/audit/input_source/followup_appendix.tex,9,seed0_stable3215000 test grid,true,true,PASS,work/causal_study/main_runs/seed0_stable3215000/trajectory.csv,
FU0158,paper/audit/input_source/followup_appendix.tex,9,seed0_stock_extension every update inspected,true,true,PASS,work/causal_study/main_runs/seed0_stock_extension/trajectory.csv,
FU0159,paper/audit/input_source/followup_appendix.tex,9,seed0_stock_extension test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed0_stock_extension/trajectory.csv,
FU0160,paper/audit/input_source/followup_appendix.tex,9,seed0_stock_extension test grid,true,true,PASS,work/causal_study/main_runs/seed0_stock_extension/trajectory.csv,
FU0161,paper/audit/input_source/followup_appendix.tex,9,seed0_target_repair15000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed0_target_repair15000/trajectory.csv,
FU0162,paper/audit/input_source/followup_appendix.tex,9,seed0_target_repair15000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed0_target_repair15000/trajectory.csv,
FU0163,paper/audit/input_source/followup_appendix.tex,9,seed0_target_repair15000 test grid,true,true,PASS,work/causal_study/main_runs/seed0_target_repair15000/trajectory.csv,
FU0164,paper/audit/input_source/followup_appendix.tex,9,seed1_accurate6000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed1_accurate6000/trajectory.csv,
FU0165,paper/audit/input_source/followup_appendix.tex,9,seed1_accurate6000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed1_accurate6000/trajectory.csv,
FU0166,paper/audit/input_source/followup_appendix.tex,9,seed1_accurate6000 test grid,true,true,PASS,work/causal_study/main_runs/seed1_accurate6000/trajectory.csv,
FU0167,paper/audit/input_source/followup_appendix.tex,9,seed1_stable3215000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed1_stable3215000/trajectory.csv,
FU0168,paper/audit/input_source/followup_appendix.tex,9,seed1_stable3215000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed1_stable3215000/trajectory.csv,
FU0169,paper/audit/input_source/followup_appendix.tex,9,seed1_stable3215000 test grid,true,true,PASS,work/causal_study/main_runs/seed1_stable3215000/trajectory.csv,
FU0170,paper/audit/input_source/followup_appendix.tex,9,seed1_stock_extension every update inspected,true,true,PASS,work/causal_study/main_runs/seed1_stock_extension/trajectory.csv,
FU0171,paper/audit/input_source/followup_appendix.tex,9,seed1_stock_extension test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed1_stock_extension/trajectory.csv,
FU0172,paper/audit/input_source/followup_appendix.tex,9,seed1_stock_extension test grid,true,true,PASS,work/causal_study/main_runs/seed1_stock_extension/trajectory.csv,
FU0173,paper/audit/input_source/followup_appendix.tex,9,seed1_target_repair15000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed1_target_repair15000/trajectory.csv,
FU0174,paper/audit/input_source/followup_appendix.tex,9,seed1_target_repair15000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed1_target_repair15000/trajectory.csv,
FU0175,paper/audit/input_source/followup_appendix.tex,9,seed1_target_repair15000 test grid,true,true,PASS,work/causal_study/main_runs/seed1_target_repair15000/trajectory.csv,
FU0176,paper/audit/input_source/followup_appendix.tex,9,seed2_accurate6000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed2_accurate6000/trajectory.csv,
FU0177,paper/audit/input_source/followup_appendix.tex,9,seed2_accurate6000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed2_accurate6000/trajectory.csv,
FU0178,paper/audit/input_source/followup_appendix.tex,9,seed2_accurate6000 test grid,true,true,PASS,work/causal_study/main_runs/seed2_accurate6000/trajectory.csv,
FU0179,paper/audit/input_source/followup_appendix.tex,9,seed2_stable3215000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed2_stable3215000/trajectory.csv,
FU0180,paper/audit/input_source/followup_appendix.tex,9,seed2_stable3215000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed2_stable3215000/trajectory.csv,
FU0181,paper/audit/input_source/followup_appendix.tex,9,seed2_stable3215000 test grid,true,true,PASS,work/causal_study/main_runs/seed2_stable3215000/trajectory.csv,
FU0182,paper/audit/input_source/followup_appendix.tex,9,seed2_stock_extension every update inspected,true,true,PASS,work/causal_study/main_runs/seed2_stock_extension/trajectory.csv,
FU0183,paper/audit/input_source/followup_appendix.tex,9,seed2_stock_extension test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed2_stock_extension/trajectory.csv,
FU0184,paper/audit/input_source/followup_appendix.tex,9,seed2_stock_extension test grid,true,true,PASS,work/causal_study/main_runs/seed2_stock_extension/trajectory.csv,
FU0185,paper/audit/input_source/followup_appendix.tex,9,seed2_target_repair15000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed2_target_repair15000/trajectory.csv,
FU0186,paper/audit/input_source/followup_appendix.tex,9,seed2_target_repair15000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed2_target_repair15000/trajectory.csv,
FU0187,paper/audit/input_source/followup_appendix.tex,9,seed2_target_repair15000 test grid,true,true,PASS,work/causal_study/main_runs/seed2_target_repair15000/trajectory.csv,
FU0188,paper/audit/input_source/followup_appendix.tex,9,seed3_accurate6000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed3_accurate6000/trajectory.csv,
FU0189,paper/audit/input_source/followup_appendix.tex,9,seed3_accurate6000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed3_accurate6000/trajectory.csv,
FU0190,paper/audit/input_source/followup_appendix.tex,9,seed3_accurate6000 test grid,true,true,PASS,work/causal_study/main_runs/seed3_accurate6000/trajectory.csv,
FU0191,paper/audit/input_source/followup_appendix.tex,9,seed3_stable3215000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed3_stable3215000/trajectory.csv,
FU0192,paper/audit/input_source/followup_appendix.tex,9,seed3_stable3215000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed3_stable3215000/trajectory.csv,
FU0193,paper/audit/input_source/followup_appendix.tex,9,seed3_stable3215000 test grid,true,true,PASS,work/causal_study/main_runs/seed3_stable3215000/trajectory.csv,
FU0194,paper/audit/input_source/followup_appendix.tex,9,seed3_stock_extension every update inspected,true,true,PASS,work/causal_study/main_runs/seed3_stock_extension/trajectory.csv,
FU0195,paper/audit/input_source/followup_appendix.tex,9,seed3_stock_extension test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed3_stock_extension/trajectory.csv,
FU0196,paper/audit/input_source/followup_appendix.tex,9,seed3_stock_extension test grid,true,true,PASS,work/causal_study/main_runs/seed3_stock_extension/trajectory.csv,
FU0197,paper/audit/input_source/followup_appendix.tex,9,seed3_target_repair15000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed3_target_repair15000/trajectory.csv,
FU0198,paper/audit/input_source/followup_appendix.tex,9,seed3_target_repair15000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed3_target_repair15000/trajectory.csv,
FU0199,paper/audit/input_source/followup_appendix.tex,9,seed3_target_repair15000 test grid,true,true,PASS,work/causal_study/main_runs/seed3_target_repair15000/trajectory.csv,
FU0200,paper/audit/input_source/followup_appendix.tex,9,seed4_accurate6000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed4_accurate6000/trajectory.csv,
FU0201,paper/audit/input_source/followup_appendix.tex,9,seed4_accurate6000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed4_accurate6000/trajectory.csv,
FU0202,paper/audit/input_source/followup_appendix.tex,9,seed4_accurate6000 test grid,true,true,PASS,work/causal_study/main_runs/seed4_accurate6000/trajectory.csv,
FU0203,paper/audit/input_source/followup_appendix.tex,9,seed4_stable3215000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed4_stable3215000/trajectory.csv,
FU0204,paper/audit/input_source/followup_appendix.tex,9,seed4_stable3215000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed4_stable3215000/trajectory.csv,
FU0205,paper/audit/input_source/followup_appendix.tex,9,seed4_stable3215000 test grid,true,true,PASS,work/causal_study/main_runs/seed4_stable3215000/trajectory.csv,
FU0206,paper/audit/input_source/followup_appendix.tex,9,seed4_target_repair15000 every update inspected,true,true,PASS,work/causal_study/main_runs/seed4_target_repair15000/trajectory.csv,
FU0207,paper/audit/input_source/followup_appendix.tex,9,seed4_target_repair15000 test at every train <90% state,true,true,PASS,work/causal_study/main_runs/seed4_target_repair15000/trajectory.csv,
FU0208,paper/audit/input_source/followup_appendix.tex,9,seed4_target_repair15000 test grid,true,true,PASS,work/causal_study/main_runs/seed4_target_repair15000/trajectory.csv,
FU0209,paper/audit/input_source/followup_appendix.tex,9,seed0 every update inspected,true,true,PASS,work/causal_study/projection_runs/seed0/trajectory.csv,
FU0210,paper/audit/input_source/followup_appendix.tex,9,seed0 test at every train <90% state,true,true,PASS,work/causal_study/projection_runs/seed0/trajectory.csv,
FU0211,paper/audit/input_source/followup_appendix.tex,9,seed0 test grid,true,true,PASS,work/causal_study/projection_runs/seed0/trajectory.csv,
FU0212,paper/audit/input_source/followup_appendix.tex,9,seed1 every update inspected,true,true,PASS,work/causal_study/projection_runs/seed1/trajectory.csv,
FU0213,paper/audit/input_source/followup_appendix.tex,9,seed1 test at every train <90% state,true,true,PASS,work/causal_study/projection_runs/seed1/trajectory.csv,
FU0214,paper/audit/input_source/followup_appendix.tex,9,seed1 test grid,true,true,PASS,work/causal_study/projection_runs/seed1/trajectory.csv,
FU0215,paper/audit/input_source/followup_appendix.tex,9,seed2 every update inspected,true,true,PASS,work/causal_study/projection_runs/seed2/trajectory.csv,
FU0216,paper/audit/input_source/followup_appendix.tex,9,seed2 test at every train <90% state,true,true,PASS,work/causal_study/projection_runs/seed2/trajectory.csv,
FU0217,paper/audit/input_source/followup_appendix.tex,9,seed2 test grid,true,true,PASS,work/causal_study/projection_runs/seed2/trajectory.csv,
FU0218,paper/audit/input_source/followup_appendix.tex,9,seed3 every update inspected,true,true,PASS,work/causal_study/projection_runs/seed3/trajectory.csv,
FU0219,paper/audit/input_source/followup_appendix.tex,9,seed3 test at every train <90% state,true,true,PASS,work/causal_study/projection_runs/seed3/trajectory.csv,
FU0220,paper/audit/input_source/followup_appendix.tex,9,seed3 test grid,true,true,PASS,work/causal_study/projection_runs/seed3/trajectory.csv,
FU0221,paper/audit/input_source/followup_appendix.tex,9,seed4 every update inspected,true,true,PASS,work/causal_study/projection_runs/seed4/trajectory.csv,
FU0222,paper/audit/input_source/followup_appendix.tex,9,seed4 test at every train <90% state,true,true,PASS,work/causal_study/projection_runs/seed4/trajectory.csv,
FU0223,paper/audit/input_source/followup_appendix.tex,9,seed4 test grid,true,true,PASS,work/causal_study/projection_runs/seed4/trajectory.csv,
FU0224,paper/audit/input_source/followup_appendix.tex,72,Primary branch count,5,5,PASS,work/causal_study/main_runs/seed0_accurate6000; work/causal_study/main_runs/seed1_accurate6000; work/causal_study/main_runs/seed2_accurate6000; work/causal_study/main_runs/seed3_accurate6000; work/causal_study/main_runs/seed4_accurate6000,
FU0225,paper/audit/input_source/followup_appendix.tex,87,Specificity branch count,15,15,PASS,work/causal_study/main_runs/seed0_stable3215000; work/causal_study/main_runs/seed0_target_repair15000; work/causal_study/main_runs/seed1_stable3215000; work/causal_study/main_runs/seed1_target_repair15000; work/causal_study/main_runs/seed2_stable3215000; work/causal_study/main_runs/seed2_target_repair15000; work/causal_study/main_runs/seed3_stable3215000; work/causal_study/main_runs/seed3_target_repair15000; work/causal_study/main_runs/seed4_stable3215000; work/causal_study/main_runs/seed4_target_repair15000; work/causal_study/projection_runs/seed0; work/causal_study/projection_runs/seed1; work/causal_study/projection_runs/seed2; work/causal_study/projection_runs/seed3; work/causal_study/projection_runs/seed4,
FU0226,paper/audit/input_source/followup_appendix.tex,78,Accurate seed 0 start/end,"[6000, 30000]","[6000, 30000]",PASS,work/causal_study/main_runs/seed0_accurate6000/trajectory.csv,
FU0227,paper/audit/input_source/followup_appendix.tex,78,Accurate seed 0 minimum test,99.754,99.75388745944737,PASS,work/causal_study/main_runs/seed0_accurate6000/trajectory.csv,
FU0228,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 0 no joint failure,0,0,PASS,work/causal_study/main_runs/seed0_accurate6000/trajectory.csv,
FU0229,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 0 final train/test,"[1.0, 1.0]","[1.0, 1.0]",PASS,work/causal_study/main_runs/seed0_accurate6000/trajectory.csv,
FU0230,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 0 all train states perfect,1.0,1.0,PASS,work/causal_study/main_runs/seed0_accurate6000/trajectory.csv,"Stronger than manuscript claim, used to audit joint endpoint."
FU0231,paper/audit/input_source/followup_appendix.tex,79,Accurate seed 1 start/end,"[6000, 30000]","[6000, 30000]",PASS,work/causal_study/main_runs/seed1_accurate6000/trajectory.csv,
FU0232,paper/audit/input_source/followup_appendix.tex,79,Accurate seed 1 minimum test,99.843,99.84338292873923,PASS,work/causal_study/main_runs/seed1_accurate6000/trajectory.csv,
FU0233,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 1 no joint failure,0,0,PASS,work/causal_study/main_runs/seed1_accurate6000/trajectory.csv,
FU0234,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 1 final train/test,"[1.0, 1.0]","[1.0, 1.0]",PASS,work/causal_study/main_runs/seed1_accurate6000/trajectory.csv,
FU0235,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 1 all train states perfect,1.0,1.0,PASS,work/causal_study/main_runs/seed1_accurate6000/trajectory.csv,"Stronger than manuscript claim, used to audit joint endpoint."
FU0236,paper/audit/input_source/followup_appendix.tex,80,Accurate seed 2 start/end,"[6000, 30000]","[6000, 30000]",PASS,work/causal_study/main_runs/seed2_accurate6000/trajectory.csv,
FU0237,paper/audit/input_source/followup_appendix.tex,80,Accurate seed 2 minimum test,98.859,98.8589327665287,PASS,work/causal_study/main_runs/seed2_accurate6000/trajectory.csv,
FU0238,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 2 no joint failure,0,0,PASS,work/causal_study/main_runs/seed2_accurate6000/trajectory.csv,
FU0239,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 2 final train/test,"[1.0, 1.0]","[1.0, 1.0]",PASS,work/causal_study/main_runs/seed2_accurate6000/trajectory.csv,
FU0240,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 2 all train states perfect,1.0,1.0,PASS,work/causal_study/main_runs/seed2_accurate6000/trajectory.csv,"Stronger than manuscript claim, used to audit joint endpoint."
FU0241,paper/audit/input_source/followup_appendix.tex,81,Accurate seed 3 start/end,"[6000, 30000]","[6000, 30000]",PASS,work/causal_study/main_runs/seed3_accurate6000/trajectory.csv,
FU0242,paper/audit/input_source/followup_appendix.tex,81,Accurate seed 3 minimum test,99.978,99.97762613267703,PASS,work/causal_study/main_runs/seed3_accurate6000/trajectory.csv,
FU0243,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 3 no joint failure,0,0,PASS,work/causal_study/main_runs/seed3_accurate6000/trajectory.csv,
FU0244,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 3 final train/test,"[1.0, 1.0]","[1.0, 1.0]",PASS,work/causal_study/main_runs/seed3_accurate6000/trajectory.csv,
FU0245,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 3 all train states perfect,1.0,1.0,PASS,work/causal_study/main_runs/seed3_accurate6000/trajectory.csv,"Stronger than manuscript claim, used to audit joint endpoint."
FU0246,paper/audit/input_source/followup_appendix.tex,82,Accurate seed 4 start/end,"[6000, 30000]","[6000, 30000]",PASS,work/causal_study/main_runs/seed4_accurate6000/trajectory.csv,
FU0247,paper/audit/input_source/followup_appendix.tex,82,Accurate seed 4 minimum test,99.843,99.84338292873923,PASS,work/causal_study/main_runs/seed4_accurate6000/trajectory.csv,
FU0248,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 4 no joint failure,0,0,PASS,work/causal_study/main_runs/seed4_accurate6000/trajectory.csv,
FU0249,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 4 final train/test,"[1.0, 1.0]","[1.0, 1.0]",PASS,work/causal_study/main_runs/seed4_accurate6000/trajectory.csv,
FU0250,paper/audit/input_source/followup_appendix.tex,72,Accurate seed 4 all train states perfect,1.0,1.0,PASS,work/causal_study/main_runs/seed4_accurate6000/trajectory.csv,"Stronger than manuscript claim, used to audit joint endpoint."
FU0251,paper/audit/input_source/followup_appendix.tex,87,Specificity seed0_stable3215000 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/main_runs/seed0_stable3215000/trajectory.csv,
FU0252,paper/audit/input_source/followup_appendix.tex,87,Specificity seed0_stable3215000 no joint failure,0,0,PASS,work/causal_study/main_runs/seed0_stable3215000/trajectory.csv,
FU0253,paper/audit/input_source/followup_appendix.tex,87,Specificity seed0_stable3215000 final test,1.0,1.0,PASS,work/causal_study/main_runs/seed0_stable3215000/trajectory.csv,
FU0254,paper/audit/input_source/followup_appendix.tex,87,Specificity seed0_target_repair15000 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/main_runs/seed0_target_repair15000/trajectory.csv,
FU0255,paper/audit/input_source/followup_appendix.tex,87,Specificity seed0_target_repair15000 no joint failure,0,0,PASS,work/causal_study/main_runs/seed0_target_repair15000/trajectory.csv,
FU0256,paper/audit/input_source/followup_appendix.tex,87,Specificity seed0_target_repair15000 final test,1.0,1.0,PASS,work/causal_study/main_runs/seed0_target_repair15000/trajectory.csv,
FU0257,paper/audit/input_source/followup_appendix.tex,87,Specificity seed1_stable3215000 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/main_runs/seed1_stable3215000/trajectory.csv,
FU0258,paper/audit/input_source/followup_appendix.tex,87,Specificity seed1_stable3215000 no joint failure,0,0,PASS,work/causal_study/main_runs/seed1_stable3215000/trajectory.csv,
FU0259,paper/audit/input_source/followup_appendix.tex,87,Specificity seed1_stable3215000 final test,1.0,1.0,PASS,work/causal_study/main_runs/seed1_stable3215000/trajectory.csv,
FU0260,paper/audit/input_source/followup_appendix.tex,87,Specificity seed1_target_repair15000 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/main_runs/seed1_target_repair15000/trajectory.csv,
FU0261,paper/audit/input_source/followup_appendix.tex,87,Specificity seed1_target_repair15000 no joint failure,0,0,PASS,work/causal_study/main_runs/seed1_target_repair15000/trajectory.csv,
FU0262,paper/audit/input_source/followup_appendix.tex,87,Specificity seed1_target_repair15000 final test,1.0,1.0,PASS,work/causal_study/main_runs/seed1_target_repair15000/trajectory.csv,
FU0263,paper/audit/input_source/followup_appendix.tex,87,Specificity seed2_stable3215000 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/main_runs/seed2_stable3215000/trajectory.csv,
FU0264,paper/audit/input_source/followup_appendix.tex,87,Specificity seed2_stable3215000 no joint failure,0,0,PASS,work/causal_study/main_runs/seed2_stable3215000/trajectory.csv,
FU0265,paper/audit/input_source/followup_appendix.tex,87,Specificity seed2_stable3215000 final test,1.0,1.0,PASS,work/causal_study/main_runs/seed2_stable3215000/trajectory.csv,
FU0266,paper/audit/input_source/followup_appendix.tex,87,Specificity seed2_target_repair15000 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/main_runs/seed2_target_repair15000/trajectory.csv,
FU0267,paper/audit/input_source/followup_appendix.tex,87,Specificity seed2_target_repair15000 no joint failure,0,0,PASS,work/causal_study/main_runs/seed2_target_repair15000/trajectory.csv,
FU0268,paper/audit/input_source/followup_appendix.tex,87,Specificity seed2_target_repair15000 final test,1.0,1.0,PASS,work/causal_study/main_runs/seed2_target_repair15000/trajectory.csv,
FU0269,paper/audit/input_source/followup_appendix.tex,87,Specificity seed3_stable3215000 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/main_runs/seed3_stable3215000/trajectory.csv,
FU0270,paper/audit/input_source/followup_appendix.tex,87,Specificity seed3_stable3215000 no joint failure,0,0,PASS,work/causal_study/main_runs/seed3_stable3215000/trajectory.csv,
FU0271,paper/audit/input_source/followup_appendix.tex,87,Specificity seed3_stable3215000 final test,1.0,1.0,PASS,work/causal_study/main_runs/seed3_stable3215000/trajectory.csv,
FU0272,paper/audit/input_source/followup_appendix.tex,87,Specificity seed3_target_repair15000 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/main_runs/seed3_target_repair15000/trajectory.csv,
FU0273,paper/audit/input_source/followup_appendix.tex,87,Specificity seed3_target_repair15000 no joint failure,0,0,PASS,work/causal_study/main_runs/seed3_target_repair15000/trajectory.csv,
FU0274,paper/audit/input_source/followup_appendix.tex,87,Specificity seed3_target_repair15000 final test,1.0,1.0,PASS,work/causal_study/main_runs/seed3_target_repair15000/trajectory.csv,
FU0275,paper/audit/input_source/followup_appendix.tex,87,Specificity seed4_stable3215000 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/main_runs/seed4_stable3215000/trajectory.csv,
FU0276,paper/audit/input_source/followup_appendix.tex,87,Specificity seed4_stable3215000 no joint failure,0,0,PASS,work/causal_study/main_runs/seed4_stable3215000/trajectory.csv,
FU0277,paper/audit/input_source/followup_appendix.tex,87,Specificity seed4_stable3215000 final test,1.0,1.0,PASS,work/causal_study/main_runs/seed4_stable3215000/trajectory.csv,
FU0278,paper/audit/input_source/followup_appendix.tex,87,Specificity seed4_target_repair15000 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/main_runs/seed4_target_repair15000/trajectory.csv,
FU0279,paper/audit/input_source/followup_appendix.tex,87,Specificity seed4_target_repair15000 no joint failure,0,0,PASS,work/causal_study/main_runs/seed4_target_repair15000/trajectory.csv,
FU0280,paper/audit/input_source/followup_appendix.tex,87,Specificity seed4_target_repair15000 final test,1.0,1.0,PASS,work/causal_study/main_runs/seed4_target_repair15000/trajectory.csv,
FU0281,paper/audit/input_source/followup_appendix.tex,87,Specificity seed0 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/projection_runs/seed0/trajectory.csv,
FU0282,paper/audit/input_source/followup_appendix.tex,87,Specificity seed0 no joint failure,0,0,PASS,work/causal_study/projection_runs/seed0/trajectory.csv,
FU0283,paper/audit/input_source/followup_appendix.tex,87,Specificity seed0 final test,1.0,1.0,PASS,work/causal_study/projection_runs/seed0/trajectory.csv,
FU0284,paper/audit/input_source/followup_appendix.tex,87,Specificity seed1 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/projection_runs/seed1/trajectory.csv,
FU0285,paper/audit/input_source/followup_appendix.tex,87,Specificity seed1 no joint failure,0,0,PASS,work/causal_study/projection_runs/seed1/trajectory.csv,
FU0286,paper/audit/input_source/followup_appendix.tex,87,Specificity seed1 final test,1.0,1.0,PASS,work/causal_study/projection_runs/seed1/trajectory.csv,
FU0287,paper/audit/input_source/followup_appendix.tex,87,Specificity seed2 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/projection_runs/seed2/trajectory.csv,
FU0288,paper/audit/input_source/followup_appendix.tex,87,Specificity seed2 no joint failure,0,0,PASS,work/causal_study/projection_runs/seed2/trajectory.csv,
FU0289,paper/audit/input_source/followup_appendix.tex,87,Specificity seed2 final test,1.0,1.0,PASS,work/causal_study/projection_runs/seed2/trajectory.csv,
FU0290,paper/audit/input_source/followup_appendix.tex,87,Specificity seed3 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/projection_runs/seed3/trajectory.csv,
FU0291,paper/audit/input_source/followup_appendix.tex,87,Specificity seed3 no joint failure,0,0,PASS,work/causal_study/projection_runs/seed3/trajectory.csv,
FU0292,paper/audit/input_source/followup_appendix.tex,87,Specificity seed3 final test,1.0,1.0,PASS,work/causal_study/projection_runs/seed3/trajectory.csv,
FU0293,paper/audit/input_source/followup_appendix.tex,87,Specificity seed4 start/end,"[15000, 20000]","[15000, 20000]",PASS,work/causal_study/projection_runs/seed4/trajectory.csv,
FU0294,paper/audit/input_source/followup_appendix.tex,87,Specificity seed4 no joint failure,0,0,PASS,work/causal_study/projection_runs/seed4/trajectory.csv,
FU0295,paper/audit/input_source/followup_appendix.tex,87,Specificity seed4 final test,1.0,1.0,PASS,work/causal_study/projection_runs/seed4/trajectory.csv,
FU0296,paper/audit/input_source/followup_appendix.tex,87,Specificity overall measured test minimum,99.978,99.97762613267703,PASS,work/causal_study/main_runs/seed0_stable3215000/trajectory.csv; work/causal_study/main_runs/seed0_target_repair15000/trajectory.csv; work/causal_study/main_runs/seed1_stable3215000/trajectory.csv; work/causal_study/main_runs/seed1_target_repair15000/trajectory.csv; work/causal_study/main_runs/seed2_stable3215000/trajectory.csv; work/causal_study/main_runs/seed2_target_repair15000/trajectory.csv; work/causal_study/main_runs/seed3_stable3215000/trajectory.csv; work/causal_study/main_runs/seed3_target_repair15000/trajectory.csv; work/causal_study/main_runs/seed4_stable3215000/trajectory.csv; work/causal_study/main_runs/seed4_target_repair15000/trajectory.csv; work/causal_study/projection_runs/seed0/trajectory.csv; work/causal_study/projection_runs/seed1/trajectory.csv; work/causal_study/projection_runs/seed2/trajectory.csv; work/causal_study/projection_runs/seed3/trajectory.csv; work/causal_study/projection_runs/seed4/trajectory.csv,
FU0297,paper/audit/input_source/followup_appendix.tex,67,Source seed 0 six-check qualification by 6000,true,true,PASS,work/experiments/seed0_original/trajectory.csv,First window 5500 through 6000.
FU0298,paper/audit/input_source/followup_appendix.tex,67,Source seed 1 six-check qualification by 6000,true,true,PASS,work/basis_study/seed1_baseline/trajectory.csv,First window 5500 through 6000.
FU0299,paper/audit/input_source/followup_appendix.tex,67,Source seed 2 six-check qualification by 6000,true,true,PASS,work/basis_study/seed2_baseline/trajectory.csv,First window 5500 through 6000.
FU0300,paper/audit/input_source/followup_appendix.tex,67,Source seed 3 six-check qualification by 6000,true,true,PASS,work/basis_study/seed3_baseline/trajectory.csv,First window 5300 through 5800.
FU0301,paper/audit/input_source/followup_appendix.tex,67,Source seed 4 six-check qualification by 6000,true,true,PASS,work/experiments/seed4_original/trajectory.csv,First window 5400 through 5900.
FU0302,paper/audit/input_source/followup_appendix.tex,4,New basis baseline updates,52698,52698,PASS,work/basis_study/seed1_baseline/final.pt; work/basis_study/seed2_baseline/final.pt; work/basis_study/seed3_baseline/final.pt,Raw CSV is thinned to multiples of ten; final checkpoint supplies final update counter.
