run,step,frequency,hidden_rank,hidden_diagonal_pair_power_fraction,attention_diagonal_pair_power_fraction,mlp_diagonal_pair_power_fraction,token_embedding_pair_power_fraction,unembedding_pair_power_fraction
AdamW,58000,11,39,2.6375050654108027e-08,6.1011019301633285e-09,7.063459405094609e-08,0.0004265931468346931,0.001133309188350797
AdamW,58000,12,48,8.014883004116165e-09,5.338790295999811e-11,5.177055342908103e-08,0.0004046280479101259,0.0009030939567692439
AdamW,58000,13,19,3.2280199071105634e-07,2.0297576174984333e-09,1.4408675072272011e-06,0.0005513240138996998,0.003933984388245871
AdamW,58000,14,45,1.0005593784788258e-08,3.9859675059445567e-10,2.2080296560097186e-08,0.0004941993454715718,0.0010042966893589152
AdamW,58000,15,10,1.139081131056601e-05,4.899242203550944e-06,7.184198406347308e-05,0.0007054498493780025,0.0011621062296027903
AdamW,58000,16,44,1.2604504040353712e-08,4.1815843116689e-10,3.288400190832589e-08,0.0004699200914641366,0.0006771491264643045
AdamW,58000,17,37,3.07469462018782e-08,5.1569208370666935e-09,6.890660526041613e-08,0.0012804004351674983,0.0017538585676478372
AdamW,58000,18,2,0.03525193757460168,0.014668842061239971,0.028078390035965673,0.25522701274924364,0.20141656900309432
AdamW,58000,19,38,3.034526450901972e-08,2.020233228925845e-08,6.130506048135348e-08,0.001352888531869765,0.0018480106582024112
AdamW,58000,20,13,1.4847134254453615e-06,1.227957789016733e-07,1.585058089631899e-05,0.0007535590840168794,0.0006158398853432291
AdamW,58000,21,46,8.984497080347923e-09,3.798295238845237e-11,2.2158100320843197e-08,0.0005057828311739552,0.0006153680260400241
AdamW,58000,22,51,3.02763536885018e-09,7.9728323149161e-11,1.5014280583954514e-08,0.0004272877552496992,0.0006915643535946083
AdamW,58000,23,14,8.523691786661641e-07,2.8904224771251696e-08,5.424902980157043e-06,0.000647295515219491,0.002937769569789121
AdamW,58000,24,53,1.2191607463328074e-09,2.0363350656389914e-11,4.054751535486019e-09,0.00037326550042787916,0.0006631518602721186
AdamW,58000,25,16,5.663710616463533e-07,3.990177948701255e-09,4.851948097703975e-06,0.00040816980497989313,0.00046057082763233153
AdamW,58000,26,41,1.5910064884641186e-08,6.630221897732387e-11,5.849093819088294e-08,0.00036390902930925765,0.00036353348400648477
AdamW,58000,27,55,8.811923784367488e-10,4.495628845498871e-11,8.33647467140514e-09,0.00035505322438061243,0.0005129316473837754
AdamW,58000,28,22,2.6361531978119105e-07,6.555396079672656e-11,3.476675563794286e-07,0.00042260476436560817,0.0007623504090057745
AdamW,58000,29,56,3.145742545952736e-10,8.876562567210262e-12,3.199578648586254e-09,0.0002922027256540477,0.00040477798970659125
AdamW,58000,30,25,1.8328557950522532e-07,1.7342592897612453e-10,1.8738564917775678e-06,0.0003715050814008649,0.0005302065208897621
AdamW,58000,31,17,4.9595338144212e-07,2.733667570579426e-10,7.03154359831153e-07,0.0004302024273096932,0.00048242104584028027
AdamW,58000,32,54,1.0229757211867042e-09,1.3393978638690678e-11,6.496240213207238e-09,0.00032049112668100055,0.0004925539881983471
AdamW,58000,33,33,4.437044843806216e-08,2.8510201960971865e-11,1.2642976266865102e-07,0.0004900375646631667,0.0007038654621039457
AdamW,58000,34,52,1.4974212914751035e-09,2.0500388947588578e-11,4.842273020420963e-09,0.0004107133631087742,0.0005610407115107344
AdamW,58000,35,30,7.785124500233079e-08,2.1791078587855226e-10,9.007961711629554e-07,0.00040521523673798377,0.00047976486082062657
AdamW,58000,36,5,0.00016024863023482764,0.0002339820298475152,0.00047606967440095427,0.00978393628830847,0.0016301085180692968
AdamW,58000,37,49,4.77792955792631e-09,2.1671756268632024e-10,1.3967424703639024e-08,0.0005600472875957215,0.0006693019918920057
AdamW,58000,38,35,3.72353155771043e-08,6.137295615569466e-09,1.2388339319863613e-07,0.0010988180826014165,0.0009022350634495849
AdamW,58000,39,34,4.36881408102257e-08,6.592415304202941e-09,6.553655358448282e-08,0.0010500609763358613,0.0008785117278896512
AdamW,58000,40,31,6.34476404609437e-08,9.950771919914781e-11,4.635980422742888e-07,0.00040686316088922125,0.0005326857959620182
AdamW,58000,41,11,3.968785010676076e-06,4.224290872618543e-07,1.6113072131938368e-05,0.0008237458241902112,0.001332035642617311
AdamW,58000,42,50,3.408461501092563e-09,1.0181021842773621e-09,1.037235926039605e-08,0.0003610213445448845,0.0005613876200838072
AdamW,58000,43,43,1.3260525498772007e-08,7.349832992741112e-11,5.915389149783233e-08,0.0003747509270771119,0.0007533013508363868
AdamW,58000,44,47,8.71762499004763e-09,5.552397654527672e-11,3.326733057858778e-08,0.0003891783838622455,0.0004743124246425279
AdamW,58000,45,27,1.0265336165984921e-07,1.0602381038923927e-10,2.5488668492629725e-07,0.00035216139111944714,0.000453240998032693
AdamW,58000,46,26,1.1204888584360091e-07,1.5571658016142402e-08,1.9813815773668855e-07,0.00043796708931613185,0.0008092364675183042
AdamW,58000,47,40,1.716821997963214e-08,3.6107503094523985e-08,4.50855910992356e-08,0.00041059054112396184,0.0006967888155993461
AdamW,58000,48,42,1.465942422533238e-08,6.164511202825032e-11,6.870939362420394e-08,0.00029595155449986223,0.0007207247613152867
AdamW,58000,49,20,3.1581731882937357e-07,1.872810233182111e-10,4.4556387583533193e-07,0.00028256962923869466,0.0004900256874914272
AdamW,58000,50,32,6.146546335427743e-08,4.0671064796231276e-11,1.9959120833695594e-07,0.00039793674324922144,0.0009002647898195743
AdamW,58000,51,28,9.924724205782431e-08,5.800751497495171e-07,4.4834327570121974e-07,0.0007627606264334945,0.0027985079287351057
AdamW,58000,52,29,8.26576179652054e-08,4.0618925381787453e-07,3.703002771410068e-07,0.0008543004739886723,0.002456009673912457
AdamW,58000,53,21,3.090990009360519e-07,8.241890169956223e-11,5.482655400274403e-07,0.0009376741380074715,0.0013296199616492487
AdamW,58000,54,8,3.1736063848453145e-05,7.384409122082399e-06,5.9064720811467e-05,0.0026109424270725477,0.0029874658512687577
AdamW,58000,55,6,4.532945643253136e-05,2.9607677801495484e-09,6.255120421975167e-05,0.0009830750221023435,0.0067436417208496255
AdamW,58000,56,3,0.010400770909204922,3.9644926098378765e-05,0.013581277440674862,0.20936160505110687,0.12767202238796319
AdamW,59000,1,3,0.09326106744542238,4.191577438563546e-05,0.013314967521499634,0.21379501862514955,0.17030225296799764
AdamW,59000,2,5,0.0008335972192649348,7.027887701546592e-08,0.0004990705842453052,0.03469923481170099,0.002913971115178799
AdamW,59000,3,11,3.541859222230965e-05,2.517981686764422e-09,4.307585268724693e-05,0.0007706904835091807,0.0023481440252712807
AdamW,59000,4,14,1.598304956768278e-05,4.200053208892378e-07,1.3287202989442385e-05,0.0008719297542247361,0.007286140018842874
AdamW,59000,5,1,0.23774687245208845,0.017140221744066254,0.038971582191299634,0.239787489099252,0.18167795204380824
AdamW,59000,6,19,2.9814863771831533e-06,5.164715245071525e-07,2.5150259261829298e-06,0.000929951393038513,0.0032392685019783443
AdamW,59000,7,22,1.6404760788056656e-06,1.6320255851113237e-09,1.1426326013844592e-06,0.0004586687784551295,0.001083715119506993
AdamW,59000,8,23,1.2241075126503087e-06,2.2090803482886825e-09,9.625145591940947e-07,0.0005419259676358887,0.0013616109816655838
AdamW,59000,9,30,3.6320332123867324e-07,1.3000493571042952e-08,3.680465608883116e-07,0.0004391104580339575,0.0017681105867881591
AdamW,59000,10,6,0.00046163220211901306,0.00013363753642787882,0.0004198739720894051,0.0038859582302972926,0.003987484330399742
AdamW,59000,11,39,1.379770297625943e-07,1.115824314346943e-08,2.0188715554749101e-07,0.0004090797737704347,0.0018686159210113094
AdamW,59000,12,33,1.6983189970366895e-07,9.62064016044088e-11,1.1379244552732451e-07,0.00048196608935765454,0.0011656667619607346
AdamW,59000,13,16,7.876935570137063e-06,6.086076469700225e-08,5.497137215024662e-06,0.0006343870046927764,0.003967424530989865
AdamW,59000,14,46,7.850101343378833e-08,1.6629145909960625e-09,6.358080020788099e-08,0.0004237553198205399,0.001351342632710167
AdamW,59000,15,12,3.2896352329650865e-05,1.7997923970400182e-06,6.74087220419183e-05,0.0006468870147408717,0.0014767158665951409
AdamW,59000,16,47,7.198363236429514e-08,2.0877967212409241e-10,1.0425177029640708e-07,0.00037683553671556815,0.002008400815792141
AdamW,59000,17,38,1.4373654061675247e-07,1.0269292172311477e-09,3.701604067853877e-07,0.0011792182288268256,0.0033511189645802756
AdamW,59000,18,2,0.21513978687574078,0.0017553412548971209,0.017386125010119432,0.2594256301993152,0.17652169812203547
AdamW,59000,19,32,1.8715091466463296e-07,3.5028014237196166e-09,3.2378297774181314e-07,0.0013492933449067296,0.002012687607224274
AdamW,59000,20,15,1.5030144161252306e-05,5.876848797655315e-08,1.2261127974759177e-05,0.0005713703074066922,0.0015085532825658983
AdamW,59000,21,45,8.999317795107183e-08,7.206681930105679e-11,1.274799440039779e-07,0.0004415179076652958,0.0013485865454027925
AdamW,59000,22,50,3.8697112919378774e-08,1.2721764084808482e-10,4.333952738704201e-08,0.0004167214568223151,0.0017235157942989679
AdamW,59000,23,13,2.126807415260693e-05,5.1321082595010205e-08,8.989047040850512e-06,0.0006516510006632604,0.003166515859244618
AdamW,59000,24,54,1.5521449746370647e-08,1.1637338372010325e-10,3.307060235402079e-08,0.0003039369413689617,0.001113081528255654
AdamW,59000,25,17,4.007934715783944e-06,2.901085034928174e-09,3.6945194216532885e-06,0.0004471846241184806,0.0011994712134390205
AdamW,59000,26,31,2.0335948504847824e-07,1.3968275173018375e-10,1.5688458295675348e-07,0.0003476681924304712,0.0007229858992564297
AdamW,59000,27,55,1.1899797595274078e-08,6.214749770620339e-12,1.7622040643674415e-08,0.00032375361334891764,0.0012804364343873805
AdamW,59000,28,28,5.894857334127905e-07,1.2367581831914958e-09,5.521966939574342e-07,0.00036937928363762123,0.0014222651432846875
AdamW,59000,29,56,9.353429047851014e-09,9.265047473337467e-11,1.7048136175800853e-08,0.00027345970001066823,0.002267032164866233
AdamW,59000,30,27,6.301969882006777e-07,3.434766358566264e-10,1.3976826349503295e-06,0.0004000121527227525,0.0013708787319753684
AdamW,59000,31,21,2.248203428708861e-06,2.872068960060124e-10,8.399986172135842e-07,0.0004247248040205128,0.001061523795600898
AdamW,59000,32,53,1.8354678186623382e-08,3.180334874131343e-11,1.9303169408984073e-08,0.00030841053060704394,0.0009791964589305178
AdamW,59000,33,37,1.5545616548766628e-07,2.0510265748137553e-10,1.2049022767366803e-07,0.0004229354075756524,0.0017074689796245785
AdamW,59000,34,51,3.276453194720046e-08,6.565948569826054e-11,3.9618334795163804e-08,0.00032874822324553937,0.0010646214153411748
AdamW,59000,35,29,5.766861781378788e-07,4.1822503458730157e-10,6.267850896884179e-07,0.0004115064841202628,0.0010216093382924801
AdamW,59000,36,7,0.0002717728508637861,1.984162983918249e-06,0.0003573084797693366,0.007856401205174298,0.0023231565593663807
AdamW,59000,37,49,3.896422007075267e-08,3.775732860537551e-10,9.484705155341204e-08,0.0004927912299405566,0.0016218303412566517
AdamW,59000,38,34,1.6592518112928483e-07,1.1899843843259037e-09,4.6395509187822744e-07,0.0009389418029963535,0.002250083649910128
AdamW,59000,39,36,1.5947142368364398e-07,4.23458474516059e-09,4.0491919248721116e-07,0.0010585988063451252,0.0014087907109256316
AdamW,59000,40,40,1.3316924849681936e-07,5.481283325147426e-11,4.280914489744661e-07,0.0004091900953530516,0.0009731072063840054
AdamW,59000,41,10,3.61273389443829e-05,4.2750058060677135e-09,1.2844917169156978e-05,0.0005452551842286703,0.0018935307931257702
AdamW,59000,42,48,4.815332147338749e-08,1.2878969418738363e-09,3.8995399099412675e-08,0.0003588772296920959,0.001000466354124789
AdamW,59000,43,52,3.194172326566295e-08,7.358953708407832e-11,4.881597938606684e-08,0.0003259690445509437,0.0016694019915806126
AdamW,59000,44,41,1.3096506152690287e-07,3.003765670828818e-10,6.155896802878544e-08,0.00033458887492072054,0.0017996109967623594
AdamW,59000,45,44,1.0820994269223408e-07,4.2214585903771895e-11,1.7585949385970814e-07,0.00030603024784064996,0.0008279067294319388
AdamW,59000,46,24,9.882384595610467e-07,3.112701629715805e-08,3.521527653737568e-07,0.0004306266862767449,0.001808149734607214
AdamW,59000,47,42,1.217118548011622e-07,3.6018289725300715e-08,9.332790023967525e-08,0.0004139088592391605,0.0009696282557327737
AdamW,59000,48,43,1.1458480959686519e-07,1.9700225006083506e-10,7.729915066455052e-08,0.00029091652745389415,0.0007021655731361265
AdamW,59000,49,25,8.980270816787285e-07,4.4880776010902525e-11,4.835679293223407e-07,0.0003567870071782445,0.0015177474142317312
AdamW,59000,50,35,1.6467214374252798e-07,3.060340697666086e-10,3.0408983675379135e-07,0.000356622688297503,0.0015974183305987872
AdamW,59000,51,26,8.563937168912509e-07,1.4139119633593554e-06,1.3102948822640028e-06,0.0006189923918190474,0.002715705858482455
AdamW,59000,52,20,2.3850909530659694e-06,1.5335897553499686e-06,1.7248142668279403e-06,0.0007624435877498157,0.002454613836125847
AdamW,59000,53,18,3.3158213638525596e-06,2.112134506161491e-09,1.6742811385000724e-06,0.0011600402725508543,0.0015151594883047982
AdamW,59000,54,8,0.00010085784586650867,3.2413919349961025e-09,5.6345675408992715e-05,0.0016200285083484743,0.0031213324592216526
AdamW,59000,55,9,5.907017436592952e-05,7.940154023403868e-10,8.608411596298971e-05,0.0009719550669918001,0.00541367526046693
AdamW,59000,56,4,0.059122954156125916,6.031412526094581e-05,0.01572545972030695,0.21117140351106864,0.10966460583838768
AdamW,60000,1,3,0.09062304577290872,3.332720385583659e-05,0.012395243958329537,0.1922281354797909,0.18258298113346613
AdamW,60000,2,6,0.0005032098249909009,4.7280688618374926e-08,0.00048677500961803944,0.03175503564081386,0.003123794439775924
AdamW,60000,3,11,2.8257878350673408e-05,5.271734094317101e-10,3.6948626325560886e-05,0.0012533816016370776,0.0019323347054318466
AdamW,60000,4,14,1.6161304020980374e-05,3.809892538865715e-07,1.1630044006910272e-05,0.0013932236114804568,0.00560608486489361
AdamW,60000,5,1,0.2865765490432146,0.02276704371961649,0.04479614136170416,0.26452272838802837,0.1835544199709447
AdamW,60000,6,20,3.3081561673525134e-06,4.473043795268585e-07,2.003142308967166e-06,0.0012751422467949809,0.003329311078310242
AdamW,60000,7,19,4.1245768739314115e-06,7.492923527779954e-10,1.1052349608711643e-06,0.0008818169050532175,0.0013152916807186979
AdamW,60000,8,25,1.267950967164426e-06,2.3955412661757147e-09,6.99380145208106e-07,0.0012111014696143624,0.0018573911178717108
AdamW,60000,9,31,3.726051564055989e-07,6.840170621334062e-09,2.708801930949391e-07,0.0008492267087370726,0.0016442964782902483
AdamW,60000,10,7,0.0004413994844184189,0.00020674794576816562,0.000521487748357984,0.0049106437123205135,0.004999930017652018
AdamW,60000,11,38,1.6596282952045524e-07,1.1398253513773909e-08,1.1643046892761e-07,0.0009580542877185701,0.0016831507612321693
AdamW,60000,12,33,2.5241213155206714e-07,1.8285831398228463e-10,8.654527958519172e-08,0.0010873688114340742,0.0016162433999902697
AdamW,60000,13,15,1.233485988269301e-05,1.1409433545189971e-07,5.193800497444474e-06,0.001150845548750116,0.0059093595952966526
AdamW,60000,14,47,7.659753031047977e-08,2.424539965315747e-09,4.2712706562661996e-08,0.0007010408111053272,0.0021718861325221907
AdamW,60000,15,10,6.525027483663346e-05,3.881233878719748e-06,9.23679673068561e-05,0.001107489674998558,0.0024137692522424254
AdamW,60000,16,46,8.088425751548853e-08,2.953056173047608e-10,4.6555854769665186e-08,0.0005983023134089989,0.002496338668013722
AdamW,60000,17,37,1.8309177303741681e-07,2.789163502739467e-09,1.4351399277651366e-07,0.0015355999198695103,0.00498890325189661
AdamW,60000,18,2,0.2055298873922878,0.0037359468259786006,0.021754758447640257,0.2585148830849909,0.22192258698641695
AdamW,60000,19,34,2.3124350571750491e-07,6.059760840089236e-09,1.325221795123785e-07,0.0016859296104772626,0.003024250169068867
AdamW,60000,20,13,1.7803274168321034e-05,1.351104197091881e-07,1.6626264511498052e-05,0.0009517677461954925,0.002191219829501079
AdamW,60000,21,49,4.626503061219962e-08,9.575592894840612e-11,5.980873935449156e-08,0.0008584276579835941,0.001782665672690028
AdamW,60000,22,50,2.9670539168713558e-08,1.335642229743839e-10,1.979521938256804e-08,0.0006167925812331793,0.0025477811236630466
AdamW,60000,23,12,2.814832871960107e-05,9.178878579686928e-08,1.0262014667267444e-05,0.0011454939704162689,0.005145138654351632
AdamW,60000,24,55,9.746978827758485e-09,1.8976917079332986e-10,1.3206910814791217e-08,0.000608282493590764,0.0019486830718726139
AdamW,60000,25,17,6.832257537435461e-06,4.972536662743799e-09,5.077168378817842e-06,0.0006502681798566274,0.0014471418590330134
AdamW,60000,26,36,1.8449296624219472e-07,2.5827533760555277e-10,1.228774896021213e-07,0.0006305227257311093,0.0010978376661675416
AdamW,60000,27,54,1.1089704763440416e-08,3.781714805149714e-11,1.1010523001316635e-08,0.0004890181120778489,0.0014517127468732765
AdamW,60000,28,32,3.354368902737632e-07,1.2971357157165268e-09,2.7827591634703346e-07,0.000666236325731124,0.0024518489876799547
AdamW,60000,29,56,4.201171136967171e-09,7.273164976574643e-11,7.068354366545427e-09,0.000478882662495161,0.002689961338023297
AdamW,60000,30,22,2.952108015042408e-06,1.3653946380425484e-10,2.2363218943361756e-06,0.0005023301578426817,0.00133242311831685
AdamW,60000,31,18,5.809617548567974e-06,1.5565268112164597e-10,2.3714655087974437e-06,0.0011886805111545754,0.0014594681661790178
AdamW,60000,32,53,1.7489881646496228e-08,5.843394792453995e-11,1.3031634076156297e-08,0.0005831800137068765,0.0012414613769467164
AdamW,60000,33,42,1.0339149929894463e-07,1.392726880520048e-10,9.271510432318461e-08,0.0006594219180906234,0.0021805614749694836
AdamW,60000,34,51,2.5748158604619236e-08,6.102608427470562e-11,2.0441586641689733e-08,0.0006571040923625619,0.0021238013647704446
AdamW,60000,35,24,1.3638769979532516e-06,6.206168359369197e-10,8.477765022395265e-07,0.0007511466491092476,0.001631051984302376
AdamW,60000,36,5,0.0009250058969082219,7.376545698332271e-06,0.00040328289395769886,0.008724909000296262,0.003959429071023956
AdamW,60000,37,52,2.4428543694301032e-08,2.3213749432641764e-10,3.214513289951988e-08,0.0008142356579740054,0.0022953239388685933
AdamW,60000,38,35,1.8742275439569896e-07,3.1425704474851054e-09,1.826761152841254e-07,0.001410734980678411,0.003787199191572806
AdamW,60000,39,39,1.629246469387631e-07,3.898145823791406e-09,1.29861671035861e-07,0.0013072069980712682,0.003221933886193377
AdamW,60000,40,30,4.775189609140387e-07,8.455740464056702e-11,5.129470233630124e-07,0.0007375498062937426,0.0014045141233419614
AdamW,60000,41,16,1.178076182756043e-05,9.40979464694396e-09,1.9282052531627698e-05,0.0010418331133756832,0.0030811490253971827
AdamW,60000,42,48,5.159531783028119e-08,9.345630889942435e-10,2.3211981060855764e-08,0.0006109012450185731,0.0013164400851140923
AdamW,60000,43,43,9.186168541190422e-08,3.6756299528105165e-11,5.366100764444892e-08,0.000520552718575475,0.002306379116800645
AdamW,60000,44,41,1.0433831847752485e-07,4.862432967238671e-10,4.665559084000734e-08,0.0006732853642709782,0.002240016322277749
AdamW,60000,45,44,8.490748105438242e-08,5.076966365892196e-11,2.8398147562270774e-07,0.0005272225380396061,0.0011239432476040226
AdamW,60000,46,28,5.267975236029795e-07,5.306983909737278e-08,3.70693898125682e-07,0.0008077287271843119,0.0019742301961926207
AdamW,60000,47,40,1.1836812167060449e-07,3.2979804647603154e-08,6.403796419953614e-08,0.0007100416654118839,0.0013270320656441396
AdamW,60000,48,45,8.342934839475745e-08,2.4465951692761524e-10,8.456223122765129e-08,0.0005156200934726892,0.0012017724863158876
AdamW,60000,49,26,1.202507849977531e-06,1.3808187894315923e-10,6.166912044870136e-07,0.0006427870501795111,0.0015157148052079353
AdamW,60000,50,29,4.821466522463529e-07,1.0396913003993378e-10,2.486091734196193e-07,0.0006688087918525356,0.001783800265610665
AdamW,60000,51,27,7.992321674688618e-07,1.1533859100432114e-06,1.039608186618996e-06,0.0008906448659383385,0.0035893374248079954
AdamW,60000,52,23,1.8830849531014006e-06,1.5745983751185044e-06,1.3492564031467115e-06,0.0012274473035890627,0.0030624481307303195
AdamW,60000,53,21,3.2837593108873934e-06,1.3962796278668138e-09,1.4696435011444526e-06,0.001434750503547675,0.0018860447980168513
AdamW,60000,54,9,9.951534638482666e-05,1.5902180036848312e-08,7.264295908816255e-05,0.002049793072950045,0.0035201152603967657
AdamW,60000,55,8,0.00013030358788277706,1.47753973182214e-10,7.699693590512526e-05,0.001098666057811422,0.0056963029964628075
AdamW,60000,56,4,0.06075798656871371,6.029309996719245e-05,0.014178616511306422,0.19229751615716653,0.1308332294836708
AdamW,61000,1,3,0.08041659263321116,4.237267950630037e-05,0.011163839582905682,0.1814402741677781,0.21183961651033467
AdamW,61000,2,7,0.0002501834640165331,5.2281984305367434e-08,0.0004400592741656289,0.029015081696388396,0.0025992343000890276
AdamW,61000,3,12,2.4249866948988904e-05,2.403787562700882e-10,3.1861613028597176e-05,0.002008760645584074,0.00135795851504184
AdamW,61000,4,15,1.006674426773425e-05,3.7761105259451184e-07,1.0555866603927993e-05,0.0019558663982043706,0.0031890675406462897
AdamW,61000,5,1,0.27886590485522184,0.02306831936397408,0.043266575809256906,0.281082965174645,0.21045494935088763
AdamW,61000,6,22,2.545849619817015e-06,4.641770423549843e-07,1.9300872037993766e-06,0.0018414208024919822,0.0027619253713804023
AdamW,61000,7,20,2.97832719559087e-06,6.095506262465591e-10,9.395036464375871e-07,0.0014381285389717142,0.0013574165064867798
AdamW,61000,8,25,1.4091365153619768e-06,2.211099267285505e-09,6.728922174507935e-07,0.0016758409664546362,0.002003091767189634
AdamW,61000,9,30,5.224837520324462e-07,6.841592715615324e-09,2.9028963101640176e-07,0.0011870260209017522,0.0013800540976842276
AdamW,61000,10,6,0.00037774071709079034,0.0002014402810141554,0.0005174047204748971,0.005051216827638706,0.0052002789553334166
AdamW,61000,11,38,1.5659847705102783e-07,1.2595666493026459e-08,8.616556314199656e-08,0.0015507725809308622,0.001597008077640337
AdamW,61000,12,35,1.8920599614777998e-07,3.8840543718446684e-10,7.812810482999692e-08,0.001855476409638241,0.002121588013224407
AdamW,61000,13,16,6.188262976231813e-06,5.69114120264526e-08,2.2418684006300026e-06,0.0016242394540021653,0.006908937468069075
AdamW,61000,14,48,5.4981680701686024e-08,2.4321762412324064e-09,3.420958731237388e-08,0.0010760587216262925,0.0025053014558819595
AdamW,61000,15,10,6.354849816427915e-05,3.4751315670796565e-06,9.733880813893977e-05,0.0015325561488687021,0.0028274330443955487
AdamW,61000,16,45,8.366396668936757e-08,2.689913958582484e-10,3.469859287322521e-08,0.0009061028898086194,0.0027566654927783938
AdamW,61000,17,42,9.628051106545454e-08,2.423596851195198e-09,6.44939222215497e-08,0.0019486683899466678,0.005464524263073856
AdamW,61000,18,2,0.21585787722076108,0.005304297179814763,0.02601381648679942,0.2509551131192883,0.23705993669946968
AdamW,61000,19,36,1.826133144390243e-07,4.222234674496376e-09,6.864888537256492e-08,0.002013906623079094,0.003434267020450102
AdamW,61000,20,13,1.5091738540382536e-05,9.999780261127505e-08,1.9795498710193895e-05,0.0015698091755966376,0.0029534791468593426
AdamW,61000,21,46,7.049184148530644e-08,2.1329216202391603e-10,3.51760580084482e-08,0.0013811185183429952,0.0020632986364632552
AdamW,61000,22,51,1.78993048639417e-08,1.4213169851879723e-10,1.570456345247247e-08,0.0009649258339660924,0.0031028825240715947
AdamW,61000,23,14,1.0799740085041395e-05,4.0782857812619646e-08,8.677429815224521e-06,0.0015417892614563676,0.006223382821617988
AdamW,61000,24,54,6.78096878652682e-09,2.3255183073977502e-10,6.378154758867428e-09,0.0011689274754593945,0.0027645417521494123
AdamW,61000,25,17,3.4843175217488383e-06,2.4734419811072096e-09,6.106248442255212e-06,0.0008383592881725294,0.001418454688452125
AdamW,61000,26,37,1.8120356038028384e-07,2.5927136695119815e-10,7.323907055957354e-08,0.0009321890872411786,0.001390422215600971
AdamW,61000,27,53,8.694762199357514e-09,5.480860544502273e-11,8.706710939057897e-09,0.0006859155180008721,0.0014132162705940093
AdamW,61000,28,27,8.593798843794602e-07,1.863507778767904e-09,3.299708530267809e-07,0.0011161241007967687,0.0029971728887004004
AdamW,61000,29,56,5.797102835010045e-09,7.91809181744051e-11,3.4389478299824965e-09,0.0007680242325895985,0.0027744055425846744
AdamW,61000,30,23,1.9759689507897066e-06,1.24943230583384e-10,2.576002199919808e-06,0.0007189871601812436,0.0013444424886294392
AdamW,61000,31,18,3.1680106928125365e-06,4.4264526339186857e-10,1.820145980740783e-06,0.001974537450313021,0.0019199217355883459
AdamW,61000,32,55,6.4839010274924795e-09,6.507453384719722e-11,6.411515430108303e-09,0.0009239003499174422,0.0016719258709465932
AdamW,61000,33,47,5.6130526281747076e-08,9.678534354869393e-11,4.888935610553475e-08,0.0009792290115626398,0.002529468416215893
AdamW,61000,34,52,1.0257114783249762e-08,4.8344903336353594e-11,9.185508329918594e-09,0.0011078323714268444,0.00320710920540356
AdamW,61000,35,21,2.9749271082714725e-06,2.9563829725788164e-10,1.1003180115662592e-06,0.0011158449856309564,0.0019427238591556385
AdamW,61000,36,5,0.0025018701224845787,1.4744009225781925e-05,0.0004845975236838906,0.009761326711933523,0.004986065795188423
AdamW,61000,37,50,2.241871847530145e-08,5.523224154869723e-11,1.7583862014295987e-08,0.0011731021492747942,0.0027668130973925796
AdamW,61000,38,34,1.8988970488826426e-07,3.6444500297531392e-09,9.111983798836826e-08,0.0018036904161665287,0.005032772026567552
AdamW,61000,39,39,1.4764474069447075e-07,1.6379900365368188e-09,5.8529168818820776e-08,0.001578201095770339,0.004739045313038481
AdamW,61000,40,33,3.9096387506789147e-07,7.056508424166815e-11,5.085389922671888e-07,0.0012545559904400274,0.0017335706100610332
AdamW,61000,41,11,6.0730266261985336e-05,6.431540110445597e-09,2.212423359675859e-05,0.001642100943899409,0.0042027602884656175
AdamW,61000,42,49,2.6008555662924816e-08,1.0393819243004736e-09,1.3218310413137083e-08,0.0009932027221303845,0.0016509479106101897
AdamW,61000,43,44,8.442823574238203e-08,2.966192690076454e-11,3.6190816457753695e-08,0.0007540081204530199,0.0026899177547634254
AdamW,61000,44,41,1.0284061134596134e-07,1.895671116293438e-10,4.223195135906493e-08,0.0010677602387806871,0.0024219304585549155
AdamW,61000,45,31,5.160663288466103e-07,1.0931189467748785e-10,2.940485998515305e-07,0.0007882265284501725,0.0013249454028028177
AdamW,61000,46,26,1.2639327984066544e-06,6.427160819099431e-08,4.7612397240547405e-07,0.001155747255540676,0.002154909727633361
AdamW,61000,47,43,8.882348969210813e-08,3.305305715379326e-08,5.376478643051545e-08,0.0009402606874987088,0.0014625295664502248
AdamW,61000,48,40,1.1131212971180051e-07,3.121521885382552e-10,6.134709619195089e-08,0.0007966792299050048,0.0016695101231786276
AdamW,61000,49,28,8.54376096747959e-07,1.9505299678851536e-10,8.240834378258921e-07,0.0009693473088484754,0.0014908016842748487
AdamW,61000,50,32,4.571824983672679e-07,2.72859240509178e-10,2.1773983165784294e-07,0.0010373506200936735,0.0014983756632454546
AdamW,61000,51,29,6.217946186830042e-07,1.1102051645383876e-06,9.260342119161353e-07,0.00136958845464041,0.00366210193028458
AdamW,61000,52,24,1.8122245375287785e-06,1.4810073876728187e-06,1.2183393390130156e-06,0.001818256209931338,0.0029180126889599535
AdamW,61000,53,19,3.0508065941677994e-06,3.630249857083111e-09,1.2936357735668764e-06,0.0016749307005172488,0.002038932207664768
AdamW,61000,54,9,6.905204146321393e-05,4.221576666495188e-08,8.1294733201688e-05,0.0027475286505485703,0.0041879407298146725
AdamW,61000,55,8,0.00020021414550428428,7.887392783434774e-11,7.120612063098778e-05,0.001535962465223054,0.006563112053761329
